StartupName,City_Encoded,Investor_Encoded,InvestmentType_Encoded,Amount_Log,Year_Encoded,Month_Encoded,Cleaned_Description
Droom,102,"[720, 1143, 2298, 724]",21,,1,6,ecommerce online marketplace for used automobiles
Visit,102,[2465],28,,1,6,consumer internet on demand healthcare service provider
Atomberg,95,[2941],21,13.815511557963774,1,6,technology smart energy efficient home appliance manufacturer
Coutloot,95,[4453],28,,1,6,ecommerce fashion re commerce platform
Limo,95,[3212],21,13.815511557963774,1,6,consumer internet bus aggregator mobile app
iCliniq,9,[2380],28,,1,6,consumer internet doctor consultation platform
GoGo Truck,31,[4338],28,11.225256725762893,1,6,consumer internet truck aggregator booking platform
Vyome Biosciences,102,[3450],21,14.508658238524095,1,6,healthcare treatment development for antibiotic resistant diseases
SillyMonks,60,[3943],28,13.012550743537489,1,6,consumer internet digital media and entertainment startup
CueMath,9,"[3715, 4371]",21,15.201805169084134,1,6,education k 12 maths learning courses
KrazyBee,9,"[4674, 1342]",21,14.508658238524095,1,6,consumer internet student micro loan platform
Intgrea,9,[4338],28,11.51293546492023,1,6,technology post merger integration partners
HelpShift,127,"[2555, 3580]",21,16.951004817371683,1,6,technology mobile crm platform
CreditVidya,95,[2084],21,13.815511557963774,1,6,technology credit scoring platform
Grey Campus,60,[3653],28,13.815511557963774,1,6,consumer internet online learning platform
ListUp,95,"[2077, 2218, 3613]",28,13.122365377402328,1,6,ecommerce location based classified mobile app
6Degree,95,[1844],28,12.206077645517674,1,6,technology tech enabled fashion talent platform
Shopwati,52,[3651],28,,1,6,consumer internet online fashion discussion community
Cookifi,9,"[2218, 379, 4261, 4444, 2199, 337]",28,,1,6,consumer internet online chef discovery booking service
StoreKing,9,[647],21,16.588099342704055,1,6,ecommerce connecting small town consumers to e commerce
Wired Hub,70,"[431, 367]",28,,1,6,real estate co working spaces
MySeniorDoctor,52,[788],28,12.206077645517674,1,6,consumer internet online medical support platform
Teabox,157,[891],28,,1,6,ecommerce online tea store
ExtraaEdge,127,"[3403, 3089]",28,,1,6,consumer internet student acquisition platform
EPayLater,95,[27],28,14.508658238524095,1,6,technology fin tech platform
Kyazoonga,95,[3312],28,,1,6,ecommerce online event ticketing platform
Paytunes,102,"[871, 1844]",21,13.122365377402328,1,6,consumer internet mobile based rewards platform
Kickstart Jobs,52,"[4571, 2600, 318, 538]",28,,1,6,technology entry level hiring platform
Freshee,95,[1230],21,,1,6,fmcg household packaging storage product manufacturer
MadRat Games,9,"[3312, 771, 428, 780, 1501]",28,,1,6,technology wearable gaming platform
Jazzmyride,102,[4135],21,,1,6,ecommerce auto parts accessories etailer
AutoSense,102,[4135],21,,1,6,technology data analytics based customer management services
Redsun Telematics,31,[4135],21,,1,6,consumer internet internet of things platform
KhanaGadi,70,[43],28,,1,6,consumer internet online food delivery for train travelers
Bombay Shirt Company,95,[4794],21,13.815511557963774,1,6,ecommerce online custom shirt retailer
Matrubharti,183,[4547],28,10.308985993422082,1,6,consumer internet e book publisher
EdTechReview,102,[1217],28,,1,6,consumer internet education based online portal
Bonhomia,102,[4417],21,,1,6,food beverage premium tea coffee capsules maker
Gobolt,102,[2362],28,,1,6,logistics b2b logistics provider
Jivox,9,"[4683, 1375, 1138]",21,15.607270193858982,1,6,technology data driven advertising platform
Sminq,127,"[3550, 817]",28,13.815511557963774,1,6,consumer internet queue management mobile app
CureJoy,9,[139],21,15.29711532616119,1,6,consumer internet online alternative health community platform
Oneway.cab,185,[1844],28,13.017005083966255,1,6,consumer internet taxi rental platform
GrabOnRent,9,[1947],21,,1,6,ecommerce on demand product rental marketplace
Diro Labs,102,[1869],21,13.017005083966255,1,6,consumer internet contact management mobile app
Unnati Helpers,52,[1869],21,13.304686600863562,1,6,consumer internet help hiring platform
Athletto,9,[621],28,,1,6,consumer internet sports venue discovery and booking platform
Saavn,179,[1602],21,,1,6,consumer internet web mobile music streaming service
Voonik,9,[3715],21,16.811242881518265,1,6,ecommerce online women s fashion marketplace
ThinkPhi,95,[2788],28,,1,6,technology sustainable green tech solution developer
Cleartax,102,"[3318, 3497]",21,16.300417291085605,1,6,consumer internet online tax filing platform
Silvan Innovation Labs,9,[1885],21,13.710151153416941,1,6,technology home automation solutions
GreytHR,9,"[2749, 813]",21,15.46416937585933,1,6,technology payroll hr software developer
Duffl,9,[743],28,,1,6,ecommerce fashion rental marketplace
BYG,9,"[3641, 326]",28,,1,6,consumer internet fitness centre discovery booking mobile app
Dipper,102,[4344],28,,1,6,ecommerce freight logistics marketplace
Qonfuse,102,[1628],28,,1,6,consumer internet online test papers for competitive exams
The Indian IRIS,4,[4241],28,,1,6,consumer internet govt policy research information portal
Onspoon,95,[4090],28,11.918397239722838,1,6,consumer internet online platform for event sponsorship
REstate,9,[1798],28,,1,6,consumer internet real estate platform
Cleartrip,95,"[988, 1595]",21,,1,6,consumer internet online travel agency
ProcMart,111,[1840],21,,1,6,consumer internet online procurement marketplace
Celerix,9,[784],28,12.899222326086994,1,6,technology fintech product development services startup
NatureNama,95,[4354],28,12.323860125621126,1,6,consumer internet online outdoors travel
CyclopsMedtech,9,[879],28,,1,6,technology medical technology provider
Syona Cosmetics,31,[4206],28,11.918397239722838,1,6,fmcg beauty products training to salons spas
PrettySecrets,95,"[3165, 2897]",21,15.607270193858982,1,6,ecommerce women lingerie store
SpiderG,127,"[3203, 1412, 167, 3072, 2394]",28,11.918397239722838,1,6,consumer internet online invoice app for smes
FarEye,102,[3573],21,15.068273812173887,1,6,technology logistics management software
The Uolo,9,"[3123, 3271, 4536]",28,12.25486757159303,1,6,consumer internet school parent communication app
Staqu,52,[1844],28,,1,6,technology artificial intelligence based search platform
Padhopadhao,102,[3387],21,,1,6,consumer internet home tutors search discovery
Drivify,95,"[2027, 2935]",28,10.819798284210286,1,6,consumer internet professional driver discovery booking mobile app
PratiLipi,9,[2761],28,,1,6,consumer internet multi lingual self publishing platform
ParaBlu,9,[2084],28,13.122365377402328,1,6,technology cloud data security privacy solutions
Schedulers Logistics,95,[1446],21,15.607270193858982,1,6,logistics cold storage logistics solutions
LEAP India,95,[2513],21,14.914123179965662,1,6,others supply chain equipment services provider
KabadiExpress,102,[4344],28,11.904974309480183,1,6,others free door step scrap pickup service
YourDost,9,"[3497, 495, 2988, 4000, 4479, 2959, 1465]",28,13.997832948091215,1,6,consumer internet online counselling personal coaching platform
Gomalon,9,[4344],28,11.51293546492023,1,6,consumer internet online spa salon discovery booking platform
Voler Cars,102,"[2103, 319]",28,,1,6,consumer internet self driven car rental platform
Travelyaari,9,[1447],21,14.914123179965662,1,6,consumer internet online ticket booking platform
FabHotels,52,"[135, 3163]",21,15.894952224644102,1,6,consumer internet online hotel aggregator booking platform
Locanix,4,[4345],28,12.611541086966115,1,6,technology gps based saas solutions
LendingKart,4,"[734, 2511, 3550, 1833]",21,17.281246492014,1,6,consumer internet online working capital business loans platform
Hello Tax,102,[3649],28,12.59473402514672,1,6,consumer internet online tax filing platform
MySuperBrain,60,[3913],28,,1,6,consumer internet online talent discovery platform for kids
BlogBeats,9,[4338],28,,1,6,consumer internet online blogging platform
LetReach,102,[4797],21,11.51293546492023,1,6,ecommerce ecommerce saas solutions
TrendieApp,80,[1648],28,10.819798284210286,1,6,technology visual content marketing
ImpactGuru,95,[3007],28,,1,6,consumer internet crowdfunding platform
Velvetcase,95,"[4366, 4133, 3490]",21,14.220976332738882,1,6,ecommerce online designer jewellery marketplace
Meru Cabs,95,[837],21,17.034386422832473,1,6,consumer internet online mobile tax cab booking
Campus Diaries,9,[93],28,12.301387370778713,1,6,consumer internet student focussed content discovery portal
Scripbox,9,"[2864, 138]",21,,1,6,consumer internet online mutual fund investment platform
Biryani Blues,52,[917],21,12.81584093453868,1,6,food beverage qsr chain
,183,[],48,,1,6,
,183,[],48,,1,6,
MeraKisan,9,[2407],28,,1,10,ecommerce fruit vegetable etailer
Mystifly,9,[3350],21,15.424948670398354,1,10,consumer internet airline ticket aggregator
HelpChat,9,"[315, 3715]",21,,1,10,consumer internet ai powered content commerce platform
Uniphore,31,"[1750, 1845, 4686]",21,14.508658238524095,1,10,technology speech recognition solutions
World Art Community,52,[4540],28,12.206077645517674,1,10,ecommerce art craft marketplace
Giftxoxo,9,[2405],21,13.017005083966255,1,10,ecommerce online gifting platform
Bharat Bazaar,95,"[717, 4133, 2218, 3613]",28,,1,10,ecommerce online b2b marketplace
GOQii,95,[3312],21,,1,10,consumer internet health fitness wearable device
India Gifts Portal,111,"[2716, 4160]",21,14.508658238524095,1,10,ecommerce online gifting platform
Moglix,111,"[135, 2044, 3705]",21,15.250595321348806,1,10,ecommerce industrial home products marketplace
NetLinx,60,"[4644, 4266]",21,14.914123179965662,1,10,consumer internet internet service provider
Scandid,127,[35],21,,1,10,consumer internet product shopping comparison app
Remitr,95,"[4490, 3073, 3863, 3613, 4551, 4]",28,13.815511557963774,1,10,consumer internet foreign currency payments platform
InnerChef,52,"[2571, 2353]",21,14.731801689838349,1,10,consumer internet online food ordering platform
AppsDaily,95,"[4724, 2084, 3139, 3482, 2645]",21,15.137266664613225,1,10,consumer internet mobile phone theft damage protection platform
MuhurtMaza,127,[4338],28,,1,10,consumer internet online puja booking service
Azuro,95,"[4622, 2077, 2645]",21,,1,10,consumer internet rental property finder platform
NeuroSynaptic,9,"[1844, 1659, 650]",21,,1,10,technology remote healthcare delivery solutions
UE LifeSciences,95,"[2162, 4371]",21,13.997832948091215,1,10,technology mobile health technology solutions
FindmeaShoe,9,[4467],28,,1,10,consumer internet footwear recommendation app
RealBox,111,[1722],28,12.611541086966115,1,10,technology data sciences platform
Sportido,111,[4035],28,,1,10,consumer internet sports discovery platform
GoZefo,9,"[1663, 717]",21,13.864301674514206,1,10,ecommerce used furniture appliances marketplace
RayIOT,9,[1606],28,11.51293546492023,1,10,technology baby monitoring devices manufacturer
KOOH Sports,95,"[1609, 1321, 1247]",21,14.603968372873895,1,10,technology sports training technology
Flexiloans,95,"[3632, 4509, 408, 2700]",21,16.52356082573315,1,10,consumer internet online funds raising platform
Sibia Analytics,80,[3184],28,,1,10,technology marketing customer analytics solutions
Vithi.com,102,[4794],28,12.834683971615659,1,10,ecommerce online hair extension etailer
Yupp TV,9,[1257],21,17.72753358339242,1,10,consumer internet internet based tv streaming service provider
Deyor Camps,52,"[2812, 2428, 4315, 3243, 520]",28,13.122365377402328,1,10,consumer internet branded camping location aggregator
ZipLoan,102,"[1582, 4048, 545, 684]",28,,1,10,consumer internet online lending platform
FabAlley,111,"[1833, 1308, 1844, 4298, 3304]",21,14.508658238524095,1,10,ecommerce online fashion brand store
Shoekonnect,0,[1844],28,,1,10,ecommerce b2b marketplace for shoes
Maya,9,[3223],28,,1,10,consumer internet womens health tracker app
RoboVac,4,[4543],28,13.017005083966255,1,10,technology waterless car washing solution
Newspatrolling,102,[4330],28,10.12667110305036,1,10,consumer internet online news portal
Postman,9,[2761],21,15.76142084987672,1,10,consumer internet api platform
ISFC,60,[1554],21,15.607270193858982,1,10,finance education sector lending
BeatRoute,52,[3143],28,,1,10,technology saas based mobile application platform
Kidsstoppress,95,[2112],28,,1,10,consumer internet parenting and baby care platform
Innov8,9,[3117],28,,1,10,consumer internet co working spaces aggregator
DailyHunt,9,"[855, 542, 2490, 3718, 2864, 1324]",21,17.034386422832473,1,10,consumer internet vernacular content mobile app
Tazzo Bikes,60,[1047],28,12.33270970174018,1,10,consumer internet motorbike rental platform
MyKindofJob,95,"[2504, 3792]",28,13.815511557963774,1,10,consumer internet internet fresher job platform
Trilyo,9,"[4557, 3263, 2704]",28,,1,10,technology b2b saas based product
Rooter,102,"[829, 1134, 3043]",28,,1,10,consumer internet sports social network mobile app
Yumigo,52,[1671],28,12.611541086966115,1,10,consumer internet app based travel discovery and transactions platform
Rentalpha,95,[839],21,16.588099342704055,1,10,others equipment rental and leasing company
3Dexter,102,[2754],28,11.918397239722838,1,10,technology 3d printing solutions for edu space
BabyChakra,95,[3461],21,,1,10,consumer internet parenting and child care portal
Coppre,127,[1459],28,,1,10,ecommerce copper based items etailer
MySUN,111,[1494],21,14.731801689838349,1,10,technology solar energy harnessing products marketplace
ePathsala,9,"[1722, 4119]",28,,1,10,technology cloud based erp for accreditation ict
Furlenco,9,"[2300, 654]",21,17.216707972959764,1,10,consumer internet online furniture rental platform
Fisdom,9,"[3550, 3191, 494]",21,13.910821646859095,1,10,consumer internet personal wealth management platform app
Actofit,95,[2757],21,13.527829818844937,1,10,technology wearable technology platform devices
Stayology,9,[3303],28,,1,10,consumer internet stay travel related services
Hipcask,95,[2582],28,,1,10,consumer internet alcoholic beverage discovery platform
RailYatri,111,"[1664, 824]",21,,1,10,consumer internet train travel info mobile app
ChatOnGo,95,[1982],28,12.611541086966115,1,10,consumer internet hyperlocal communication mobile app
WOTU,9,[2057],28,,1,10,ecommerce b2b marketplace for traders
Healthians,52,[673],21,14.914123179965662,1,10,consumer internet health test discovery ordering service
Box8,95,"[1769, 2513]",21,15.830413711839864,1,10,consumer internet online food ordering platform app
Kredx,9,[3715],21,15.607270193858982,1,10,ecommerce invoice discounting marketplace
CreditMate,95,[1833],28,13.122365377402328,1,10,consumer internet credit report info platform
Pickrr,102,[4095],28,,1,10,technology courier logistics order management solutions
SatvaKart,52,[2786],28,,1,10,ecommerce online grocery etailer
SooperMO,52,[2247],28,11.51293546492023,1,10,technology android utility app suite creator
OrangeTwig,102,[4344],28,13.815511557963774,1,10,consumer internet social media marketing platform
Wooplr,9,"[609, 355]",28,,1,10,consumer internet fashion discovery app
The Kettlery,4,"[4774, 1393]",21,13.815511557963774,1,10,ecommerce online tea etailer
Idea Bubbles,9,"[17, 1284, 3750]",21,13.45883704259595,1,10,consumer internet doctor consulting platform
FR8,31,[2877],21,13.786082777139049,1,10,technology truck fleet operation platform
Ather Energy,9,[1680],21,17.11134746100564,1,10,technology electric vehicle manufacturer
Pikkol,9,"[211, 192]",28,,1,10,logistics relocation service provider
Velmenni,102,[2084],28,11.51293546492023,1,10,technology lifi based wireless communication provider
Volta Motors,31,[2084],28,11.51293546492023,1,10,technology electric bike manufacturer
Cyclops,9,[2084],28,11.51293546492023,1,10,technology clinical and wearable diagnostic product creator
Impact Analytics,9,"[93, 2546, 574]",21,13.527829818844937,1,10,technology business intelligence and data science startup
Talent Next,95,[2117],28,13.815511557963774,1,10,consumer internet talent discovery audition management platform
,183,[],48,,1,10,
SidQam,111,"[3540, 1548, 3903]",21,13.997832948091215,1,2,technology healthcare software system
India Lends,102,"[1047, 315, 1024, 184]",21,15.201805169084134,1,2,consumer internet online instant personal loan provider
Slide App,102,[3912],21,15.096444681204078,1,2,consumer internet lock screen rewards mobile app
Badiyajobs,102,[4330],28,11.51293546492023,1,2,consumer internet entry level job seekers platform
Streo,9,"[1425, 3142]",28,,1,2,consumer internet live music streaming app
TYGR,95,[1392],21,14.914123179965662,1,2,technology transport and logistics mobile app
Mr Hot Foods,67,[1945],28,,1,2,consumer internet online food ordering delivery portal
UrDoorStep,9,[2242],21,14.151983508870947,1,2,ecommerce online grocery store
ONN Bikes,95,[1548],28,,1,2,ecommerce on demand self drive bike rental platform
Diro Labs,102,[1868],28,11.898194668458823,1,2,consumer internet mobile contacts management app
THB,52,"[224, 1021]",28,,1,2,technology clinical research and data analytics
LookAtMe,159,[1282],28,,1,2,consumer internet mobile app based fashion network
Netree,102,"[4206, 2282]",28,,1,2,ecommerce mobile only retailers engagement solution
BookEventz,95,[1936],28,,1,2,consumer internet venue events booking platform
Tailslife,9,"[2587, 4393]",28,,1,2,consumer internet pet parenting mobile app
Revv,102,[1230],21,16.012735246411598,1,2,consumer internet self driven car services booking portal
WealthApp,9,"[4441, 2370, 4503, 2003, 3298, 515]",28,12.994532278619134,1,2,consumer internet online investment advisory platform
Vehico,9,"[886, 490]",28,,1,2,technology connected transportation solutions
Zest Money,95,[2965],21,15.687312888712007,1,2,consumer internet online consumer lending platform
GoMechanic,52,[4453],28,12.429220196836383,1,2,consumer internet online car servicing booking platform
Stalk Buy Love,102,[2084],21,15.607270193858982,1,2,ecommerce fashion apparel etailer
Nykaa,95,[2501],21,,1,2,ecommerce beauty products etailer
Wittyparot,9,[2645],28,13.017005083966255,1,2,technology content management productivity platform
NeuroEquilibrium,70,[4349],28,12.429220196836383,1,2,technology health tech platform
Xseed Education,9,[4474],21,16.118095750958314,1,2,technology education learning tech platform
Rupaiya Exchange,102,[4339],28,12.206077645517674,1,2,consumer internet p2p lending platform
Doctor Insta,52,[3461],21,14.508658238524095,1,2,consumer internet online doctor consulting platform
UrbanPiper,9,"[648, 4795]",28,,1,2,consumer internet self branded websites apps for ecommerce
Fresh Food Concepts,102,"[3817, 592]",28,14.508658238524095,1,2,food beverage cold press juice manufacturer seller
Indifi,52,[2864],21,16.118095750958314,1,2,consumer internet online lending platform
GoComet,95,"[1833, 3271, 3257, 932, 3292, 4561, 2818, 4064]",28,,1,2,logistics marketplace for international freight
OfBusiness,52,"[4726, 2490]",21,16.22245575637265,1,2,ecommerce online business to business b2b marketplace
Fitmein,102,"[1343, 1428]",28,,1,2,consumer internet fitness discovery booking platform
Qacco,52,"[2260, 376, 3024]",28,11.918397239722838,1,2,consumer internet hotel booking platform
Fitpass,102,[2645],28,13.815511557963774,1,2,consumer internet fitness center aggregator booking mobile app
MoEngage,9,[355],28,,1,2,technology user analytics and engagement platform
Ten3t Health,9,"[4395, 773]",28,,1,2,technology medical grade wearable patch maker
Trading Bells,67,[4098],28,12.601490784782536,1,2,consumer internet online share commodity broking platform
SERV’D,127,[1142],28,11.51293546492023,1,2,consumer internet financial services for unorganized workforce
IdeaForge,95,"[4593, 1882]",21,16.118095750958314,1,2,technology drone manufacturing
Amagi Media Labs,95,"[1257, 3077]",21,17.370858648025116,1,2,technology media technology solutions
Pocket Aces,95,"[3718, 2824, 93, 36, 650, 2218, 3613]",21,14.914123179965662,1,2,technology digital entertainment company
Pi Data Centers,60,[1276],21,16.951004817371683,1,2,technology cloud data center solutions provider
TripShelf,102,"[1422, 3142]",28,11.719947764402807,1,2,consumer internet holiday packages provider
Events High,9,[650],21,,1,2,consumer internet events activities marketplace
NoBroker,9,"[2072, 3497, 673, 1143]",21,15.816990693309524,1,2,consumer internet rental property search portal
VivoCarat,95,[4339],28,10.819798284210286,1,2,ecommerce online jewellery marketplace
Tiyo,80,[223],28,,1,2,consumer internet doctor search mobile app
Zoomcar,9,[1023],21,,1,2,consumer internet self driven cab booking platform
BYJU’s,9,[1920],21,16.52356082573315,1,2,consumer internet online learning platform
Supr Daily,95,"[1183, 409, 466, 2197, 417]",28,,1,2,consumer internet daily subscription based delivery service
The BlueBook,9,"[1844, 2287]",28,13.122365377402328,1,2,consumer internet online to offline marketing platform
MamaEarth,102,[1352],28,,1,2,ecommerce babycare products seller
Vegetall,31,[4206],28,11.995357787034976,1,2,ecommerce online vegetable etailer
Innoplexus,127,[1608],21,,1,2,technology data as a service provider
Mindler,102,[4170],28,12.688501881189456,1,2,consumer internet career planning assessment platform
MCaffeine,9,"[2126, 1637, 2067, 3042, 2722]",28,12.611541086966115,1,2,ecommerce personal care product etailer
enKast,9,[1944],21,14.508658238524095,1,2,technology cloud based crm for agencies
ShopKirana,67,"[1817, 2259]",21,,1,2,ecommerce b2b platform for merchants retailers
MyAdvo,102,"[3032, 3491]",28,,1,2,consumer internet legal advice platform
Asocon,111,[3142],28,,1,2,technology process management startup
LexComply,102,[213],28,,1,2,consumer internet compliance management software
The Postbox,31,"[4206, 3405, 546]",28,,1,2,ecommerce art lifestyle ecommerce store
Pandorum Technologies,9,"[3559, 780]",28,,1,2,technology 3d printed experimental human liver tissue creator
Dekkho,95,[4795],28,13.997832948091215,1,2,consumer internet video streaming platform
Shadowfox,52,[1241],21,16.118095750958314,1,2,logistics on demand delivery service
ShopX,9,[2692],21,15.424948670398354,1,2,ecommerce saas ecommerce retail app
BookEventz,95,"[2257, 2645, 2282, 1501, 376]",28,,1,2,consumer internet online event booking platform
Healthifyme,9,[2665],21,13.815511557963774,1,2,consumer internet fitness mobile app
LetsMD,102,[4605],28,,1,2,consumer internet healthcare plan comparison platform
Justbooks,9,[975],28,,1,2,consumer internet library chain aggregator
InstantPay,102,"[3163, 2091]",21,,1,2,consumer internet digital payments recharge platform
,183,[],48,,1,2,
,183,[],48,,1,2,
,183,[],48,,1,2,
HealthKart,52,"[3718, 2864, 2077]",21,16.300417291085605,1,1,ecommerce online pharmacy health marketplace
Medinfi,9,"[2629, 1286]",28,12.206077645517674,1,1,consumer internet doctor clinic discovery platform
RepairEasy,127,[4336],28,12.524530013005734,1,1,consumer internet gadget repair services platform
Voonik,9,[1890],21,14.914123179965662,1,1,ecommerce online women s fashion marketplace
Tokri,127,[4107],21,14.731801689838349,1,1,consumer internet hyperlocal grocery delivery platform
Sheroes,111,"[2344, 4211, 3271, 3147]",21,14.403297778421795,1,1,consumer internet online job and career platform for women
Daily Ninja,9,"[4441, 494, 472, 2218, 4261, 4009, 3322]",28,,1,1,consumer internet hyperlocal daily needs products delivery platform
Yumlane,95,"[780, 472, 3561, 1067, 2216, 1126]",28,13.815511557963774,1,1,food beverage retail food snack offline centres
Xcode,31,[3461],21,,1,1,healthcare personal genomics
ExtraCarbon,52,[837],28,12.323860125621126,1,1,consumer internet waste recycle management platform
FlickBay,95,[2957],28,13.698977865303197,1,1,consumer internet mobile based bollywood discovery platform
Petoo,9,[1300],28,13.122365377402328,1,1,consumer internet food delivery platform
lehlehsports,102,[400],28,,1,1,others sports arena discovery
Tricog,9,"[1925, 816]",21,,1,1,healthcare healthcare analytics platform
VST Travels,78,[3098],28,10.203629181337648,1,1,technology travel ticket booking software
AdPushUp,102,"[1496, 1811, 3122]",21,,1,1,technology ad optimization platform
Wefly Indoor Skydiving,95,[4096],28,10.596659732783579,1,1,others indoor skydiving sports provider
Mojarto,52,[4339],28,13.005831808336863,1,1,ecommerce original art digital prints etailer
Zipgrid,95,[18],28,12.206077645517674,1,1,consumer internet community services platform
MobiDent,9,[927],28,,1,1,healthcare dental protection solution
Zeolr/RespirON,102,[927],28,,1,1,technology healthcare related iot platform
Vebbler,9,"[472, 3753]",28,13.122365377402328,1,1,consumer internet photo sharing mobile app
Bombay Shaving Company,102,"[2830, 4008, 2160, 2932, 3330]",28,13.304686600863562,1,1,ecommerce men s grooming product etailer
Travelyaari,9,"[1590, 729]",21,15.76142084987672,1,1,consumer internet online ticket booking platform
91SpringBoard,95,"[2146, 4228, 3920, 1094, 4031]",21,,1,1,consumer internet co working spaces discovery booking platform
Genextstudents,95,[19],28,12.250094315624496,1,1,consumer internet online tutoring service provider
Zenoti,60,"[2829, 133]",21,16.52356082573315,1,1,technology cloud based software solutions provider
Crofarm,52,"[2633, 3440, 1688, 4047]",21,14.220976332738882,1,1,technology agri tech supply chain solution provider
Faircent.com,52,[837],21,14.220976332738882,1,1,consumer internet peer to peer lending platform
Innovaccer,111,[4619],21,16.562781536322326,1,1,technology integrated enterprise analytics platform
Cuberoot,52,[4339],28,13.122365377402328,1,1,technology data analytics audience management platform
Funcastic,102,"[1622, 2824]",28,,1,1,consumer internet b2c vernacular podcast aggregator platform
Buttercups,9,"[355, 2106, 2454]",28,,1,1,ecommerce women intimate wear etailer
Zappfresh,52,[592],28,,1,1,ecommerce raw meat products etailer
OyoRooms,102,[3889],21,17.9426449591384,1,1,consumer internet budget hotels aggregator
Hike,102,"[4192, 1388, 4232, 3889, 766]",21,18.980296537602072,1,1,consumer internet mobile messaging app
Joolz,95,"[3021, 2353]",21,13.122365377402328,1,1,ecommerce online jewellery store
SaleBhai,4,[837],21,14.220976332738882,1,1,ecommerce sweets dry fruits handicrafts etailer
Makkajai,127,"[355, 373, 2526, 3321, 1161, 4095]",28,12.429220196836383,1,1,technology online mobile learning for kids
Gradopedia,95,[4332],28,,1,1,consumer internet career progression portal
MaalGaadi,67,"[4090, 3563]",28,12.834683971615659,1,1,logistics online logistics marketplace
ZiPi,9,[4090],28,,1,1,technology mobile chatbot app
Appknox,9,"[3705, 1878, 140]",21,13.42246945133505,1,1,technology mobile security solutions
Pikkol,9,[1844],28,,1,1,logistics packers movers
Meesho,9,"[2123, 3271, 2429]",28,,1,1,ecommerce mobile based ecommerce saas platform
Sesame Software,84,[3931],21,,1,1,technology financial technology solutions provider
Quikr,95,[837],21,16.811242881518265,1,1,consumer internet classified listings platform
Digio,9,[3213],21,12.834683971615659,1,1,technology aadhar based document signing platform
Ziffity,31,[606],21,,1,1,technology full service ecommerce agency
Zzungry,9,"[3672, 2386]",28,,1,1,consumer internet food delivery platform
Puro Wellness,95,[4258],21,17.426428497635523,1,1,healthcare organic natural food substitute manufacturer
Fitternity,95,"[3568, 1297]",21,,1,1,consumer internet fitness gym services discovery platform
TAC Security,102,[4488],28,,1,1,technology cyber security solutions provider
Notesgen,102,"[3381, 2098]",28,11.51293546492023,1,1,consumer internet online notes sharing portal
NearU,95,[1185],28,,1,1,consumer internet marketing app for retailers
Octo.ai,102,"[2906, 1994, 513, 3430, 3820, 3275]",28,12.206077645517674,1,1,technology artificial intelligence based marketing platform
ShaadiSaga,102,"[4734, 472, 2218, 3613, 1127, 3436]",28,,1,1,consumer internet wedding website creator
UnaAcademy,9,"[813, 3559, 4490, 780, 2218, 3613, 581]",21,13.815511557963774,1,1,consumer internet free interactive education platform
Advenio,29,[2084],28,11.51293546492023,1,1,technology clinical imaging solution provider
Guarented,9,[2084],28,13.122365377402328,1,1,ecommerce home furnishing rental marketplace
Beyond Evolution,52,"[4526, 2100]",28,,1,1,technology mobile apps tech services provider
Uber Dreams,95,[2598],28,13.122365377402328,1,1,ecommerce dreams fulfilling marketplace
Convegenius,111,[2549],21,13.710151153416941,1,1,education edutainment platform
UrbanLadder,95,[4280],21,14.914123179965662,1,1,ecommerce online furniture store
enCashea,9,"[2218, 3613, 4261]",28,,1,1,consumer internet scrap collection and recycling platform
EngineerBabu,67,[3696],28,,1,1,technology mobile app web development company
Cult,9,[1019],21,14.914123179965662,1,1,healthcare health and fitness centres
WitWorks,9,"[1351, 1935, 2910, 472, 3042, 2429, 114]",28,,1,1,technology consumer iot startup
NearFox,95,"[1519, 1117, 3325, 523]",28,,1,1,consumer internet local lifestyle content and discovery platform
ZoomCar,9,[1373],21,16.993564429978885,1,1,consumer internet self driven car booking platform
Plix,52,[1905],28,13.122365377402328,1,1,consumer internet photo and video sharing app
Mobikwik,52,[2744],21,17.50439003707821,1,1,consumer internet digital wallet platform
MyDidi,95,[4333],28,13.217675375388819,1,1,consumer internet on demand hyper local cleaning services provider
CrownIt,52,"[2219, 1501, 355]",28,,1,1,consumer internet cashback mobile app
LoanTap,95,"[1180, 2011]",21,14.914123179965662,1,1,consumer internet lending platform for salaried professionals
Runnr,9,"[2761, 813]",21,15.76142084987672,1,1,consumer internet hyperlocal logistics services provider
Zolo,111,[1703],21,,1,1,consumer internet on demand online talent marketplace
Notion Press,31,[4335],21,13.815511557963774,1,1,consumer internet self publishing books platform
LivSpace,9,"[739, 2044, 1664]",21,16.52356082573315,1,1,consumer internet online portal for home design
iAugmentor Labs,52,[3229],28,11.91170829631447,1,1,technology assessment learning platform
DayBox,102,"[589, 3274, 684, 3390]",28,11.552155793461898,1,1,consumer internet fruit vegetable delivery platform
Paytm,9,[2520],21,17.909855136853043,1,1,ecommerce mobile wallet ecommerce platform
CropIn,9,[3917],21,14.508658238524095,1,1,technology agriculture technology solutions
Canvera,9,[1869],21,14.914123179965662,1,1,consumer internet photographer discovery information platform
Prime Focus Technologies,95,[309],21,,1,1,technology hybrid cloud technology enabled media erp platform
Flyrobe,95,"[1750, 3715, 1436]",21,15.483217567201578,1,1,ecommerce online fashion rental platform
inclov,95,"[3654, 3186]",28,,1,1,consumer internet matchmaking app for disabled
,183,[],48,,1,1,
,183,[],48,,1,1,
